created_on,name,schema_name,is_builtin,is_aggregate,is_ansi,min_num_arguments,max_num_arguments,arguments,description,catalog_name,is_table_function,valid_for_clustering,is_secure,is_external_function,language,is_memoizable
2012-08-01T00:00:00-07:00,COS,,Y,N,N,1,1,COS(FLOAT) RETURN FLOAT,Compute the cosine of the input expression (as radians).,,N,Y,,N,SQL,N
2012-08-01T00:00:00-07:00,COSH,,Y,N,N,1,1,COSH(FLOAT) RETURN FLOAT,Compute the hyperbolic cosine of the input expression.,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,COT,,Y,N,N,1,1,COT(FLOAT) RETURN FLOAT,Compute the cotangent of the input expression (as radians).,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,COUNT,,Y,Y,Y,1,-1,COUNT(ANY) RETURN NUMBER,Return number of non-null values of a given expression,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,COUNT_IF,,Y,Y,N,1,1,"COUNT_IF(BOOLEAN) RETURN NUMBER, COUNT_IF(BOOLEAN) RETURN FLOAT",Returns a conditional count,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,COUNT_INTERNAL,,Y,Y,N,2,-1,COUNT_INTERNAL(ANY) RETURN NUMBER,Return number of non-null values of a given expression,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,COVAR_POP,,Y,Y,Y,2,2,"COVAR_POP(FLOAT, FLOAT) RETURN FLOAT",Returns the population covariance for non-null pairs in a group.,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,COVAR_SAMP,,Y,Y,Y,2,2,"COVAR_SAMP(FLOAT, FLOAT) RETURN FLOAT",Returns the sample covariance for non-null pairs in a group.,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,CUME_DIST,,Y,N,N,0,0,CUME_DIST() RETURN FLOAT,Returns the cumulative distribution of a row in the window,,N,Y,,N,SQL,N
2012-08-01T00:00:00-07:00,CURRENT_CLIENT,,Y,N,Y,0,0,CURRENT_CLIENT() RETURN VARCHAR,Returns the current client version.,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,CURRENT_DATABASE,,Y,N,Y,0,0,CURRENT_DATABASE() RETURN VARCHAR,Returns the current database.,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,CURRENT_DATE,,Y,N,Y,0,0,CURRENT_DATE() RETURN DATE,Returns the current date.,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,CURRENT_IP_ADDRESS,,Y,N,Y,0,0,CURRENT_IP_ADDRESS() RETURN VARCHAR,Returns the Client Internet Protocol address (IP address) of the current request.,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,CURRENT_ORGANIZATION_NAME,,Y,N,N,0,0,CURRENT_ORGANIZATION_NAME() RETURN VARCHAR,Returns the name of the organization the current account belongs to.,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,CURRENT_REGION,,Y,N,Y,0,0,CURRENT_REGION() RETURN VARCHAR,Returns the current region name.,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,CURRENT_ROLE,,Y,N,Y,0,0,CURRENT_ROLE() RETURN VARCHAR,Returns the currently active role name.,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,CURRENT_ROLE_TYPE,,Y,N,Y,0,0,CURRENT_ROLE_TYPE() RETURN VARCHAR,Returns if the current role is of type account or database,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,CURRENT_SCHEMA,,Y,N,Y,0,0,CURRENT_SCHEMA() RETURN VARCHAR,Returns the current schema.,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,CURRENT_SCHEMAS,,Y,N,N,0,0,CURRENT_SCHEMAS() RETURN VARCHAR,Returns active search path schemas,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,CURRENT_SECONDARY_ROLES,,Y,N,Y,0,0,CURRENT_SECONDARY_ROLES() RETURN VARCHAR,Returns the currently active secondary roles' names.,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,CURRENT_SESSION,,Y,N,N,0,0,CURRENT_SESSION() RETURN VARCHAR,Returns the current session.,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,CURRENT_STATEMENT,,Y,N,N,0,0,CURRENT_STATEMENT() RETURN VARCHAR,Returns the text of the currently executing statement.,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,CURRENT_TIME,,Y,N,Y,0,1,CURRENT_TIME( [NUMBER]) RETURN TIME,Returns the current time.,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,CURRENT_TIMESTAMP,,Y,N,Y,0,1,CURRENT_TIMESTAMP( [NUMBER]) RETURN TIMESTAMP_LTZ,Returns the current timestamp.,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,CURRENT_TRANSACTION,,Y,N,N,0,0,CURRENT_TRANSACTION() RETURN NUMBER,Returns the transaction id of an open transaction in the current session or scope.,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,CURRENT_USER,,Y,N,Y,0,0,CURRENT_USER() RETURN VARCHAR,Returns the current user name.,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,CURRENT_VERSION,,Y,N,N,0,0,CURRENT_VERSION() RETURN VARCHAR,Returns the current software version (major.minor.patch).,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,CURRENT_WAREHOUSE,,Y,N,Y,0,0,CURRENT_WAREHOUSE() RETURN VARCHAR,Returns the warehouse currently in use.,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,DATE,,Y,N,N,1,1,DATE(TIMESTAMP_LTZ) RETURN DATE,Converts the timestamp argument to a date,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,DATE,,Y,N,N,1,1,DATE(TIMESTAMP_NTZ) RETURN DATE,Converts the timestamp argument to a date,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,DATE,,Y,N,N,1,1,DATE(TIMESTAMP_TZ) RETURN DATE,Converts the timestamp argument to a date,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,DATE,,Y,N,N,1,1,DATE(VARCHAR) RETURN DATE,Converts the string argument to a date,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,DATE,,Y,N,N,2,2,"DATE(VARCHAR, VARCHAR) RETURN DATE",Converts the string argument to a date according to a format argument,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,DATEADD,,Y,N,N,3,3,,,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,DATEDIFF,,Y,N,N,3,3,,,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,DATEFROMPARTS,,Y,N,Y,3,3,"DATEFROMPARTS(NUMBER, NUMBER, NUMBER) RETURN DATE",Construct a date from individual components,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,DATE_FROM_PARTS,,Y,N,Y,3,3,"DATE_FROM_PARTS(NUMBER, NUMBER, NUMBER) RETURN DATE",Construct a date from individual components,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,DATE_PART,,Y,N,N,2,2,,,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,DATE_TRUNC,,Y,N,N,2,2,,,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,DAY,,Y,N,N,1,1,,,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,DAYOFMONTH,,Y,N,N,1,1,,,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,DAYOFWEEK,,Y,N,N,1,1,,,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,DAYOFWEEKISO,,Y,N,N,1,1,,,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,DAYOFYEAR,,Y,N,N,1,1,,,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,DECODE,,Y,N,Y,3,-1,"DECODE(ANY, ANY, ANY) RETURN ANY",compare an expression to search values and returns the matching one,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,DECOMPRESS_BINARY,,Y,N,N,2,2,"DECOMPRESS_BINARY(BINARY, VARCHAR) RETURN BINARY",decompressed binary (return),,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,DECOMPRESS_STRING,,Y,N,N,2,2,"DECOMPRESS_STRING(BINARY, VARCHAR) RETURN VARCHAR",decompressed string (return),,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,DECRYPT,,Y,N,N,2,4,"DECRYPT(BINARY, VARCHAR [, BINARY] [, VARCHAR]) RETURN BINARY, DECRYPT(BINARY, VARCHAR [, VARCHAR] [, VARCHAR]) RETURN BINARY",decrypted binary string (return),,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,DECRYPT_RAW,,Y,N,N,2,6,"DECRYPT_RAW(BINARY, BINARY [, BINARY] [, BINARY] [, VARCHAR] [, BINARY]) RETURN BINARY",decrypted binary string (return),,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,DEGREES,,Y,N,N,1,1,DEGREES(FLOAT) RETURN FLOAT,convert r (radians) to degrees.,,N,Y,,N,SQL,N
2012-08-01T00:00:00-07:00,DENSE_RANK,,Y,N,N,0,0,DENSE_RANK() RETURN NUMBER,Returns the dense rank of a row in the window,,N,Y,,N,SQL,N
2012-08-01T00:00:00-07:00,DIV,,Y,N,N,2,-1,"DIV(NUMBER, NUMBER) RETURN NUMBER, DIV(FLOAT, FLOAT) RETURN FLOAT",Divides two numbers,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,DIV0,,Y,N,N,2,-1,"DIV0(NUMBER, NUMBER) RETURN NUMBER, DIV0(FLOAT, FLOAT) RETURN FLOAT",Divides two numbers; returns 0 if divisor is 0,,N,Y,,N,SQL,N
2012-08-01T00:00:00-07:00,DIV0NULL,,Y,N,N,2,2,"DIV0NULL(NUMBER, NUMBER) RETURN NUMBER, DIV0NULL(FLOAT, FLOAT) RETURN FLOAT",Divides two numbers; returns 0 if divisor is 0 or null,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,EDITDISTANCE,,Y,N,Y,2,3,"EDITDISTANCE(VARCHAR, VARCHAR [, NUMBER]) RETURN NUMBER",Returns the Levenshtein edit distance between two strings.,,N,Y,,N,SQL,N
2012-08-01T00:00:00-07:00,ENCRYPT,,Y,N,N,2,4,"ENCRYPT(BINARY, VARCHAR [, BINARY] [, VARCHAR]) RETURN BINARY, ENCRYPT(VARCHAR, VARCHAR [, BINARY] [, VARCHAR]) RETURN BINARY, ENCRYPT(BINARY, VARCHAR [, VARCHAR] [, VARCHAR]) RETURN BINARY, ENCRYPT(VARCHAR, VARCHAR [, VARCHAR] [, VARCHAR]) RETURN BINARY",encrypted binary string including IV/nonce and AEAD tag (return),,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,ENCRYPT_RAW,,Y,N,N,2,6,"ENCRYPT_RAW(BINARY, BINARY [, BINARY] [, BINARY] [, VARCHAR]) RETURN VARIANT",variant containing the encrypted binary string and additional data (return),,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,ENDSWITH,,Y,N,N,2,2,"ENDSWITH(VARCHAR, VARCHAR) RETURN BOOLEAN, ENDSWITH(BINARY, BINARY) RETURN BOOLEAN",returns TRUE if arg1 ends with arg2,,N,Y,,N,SQL,N
2012-08-01T00:00:00-07:00,EQUAL_NULL,,Y,N,N,2,2,"EQUAL_NULL(ANY, ANY) RETURN BOOLEAN, EQUAL_NULL(ROW(ANY), ROW(ANY)) RETURN BOOLEAN","Checks if two values are equal, with NULL=NULL semantic",,N,Y,,N,SQL,N
2012-08-01T00:00:00-07:00,EXP,,Y,N,Y,1,1,EXP(FLOAT) RETURN FLOAT,returns e raised to the x'th power,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,EXTRACT,,Y,N,N,2,2,,,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,FACTORIAL,,Y,N,N,1,1,FACTORIAL(NUMBER) RETURN NUMBER,Factorial of f,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,FIRST_VALUE,,Y,Y,N,1,1,FIRST_VALUE(ANY) RETURN ANY,Returns the first value of a column,,N,Y,,N,SQL,N
2012-08-01T00:00:00-07:00,FLOOR,,Y,N,Y,1,2,"FLOOR(NUMBER [, NUMBER]) RETURN NUMBER, FLOOR(FLOAT [, FLOAT]) RETURN FLOAT",round to the nearest integer not greater than input,,N,Y,,N,SQL,N
2012-08-01T00:00:00-07:00,GENERATE_COLUMN_DESCRIPTION,,Y,N,N,2,2,"GENERATE_COLUMN_DESCRIPTION(ARRAY, VARCHAR) RETURN VARCHAR",parse the result from INFER_SCHEMA and generate a copy-able column description,,N,N,,N,JAVASCRIPT,N
2012-08-01T00:00:00-07:00,GETBIT,,Y,N,N,2,2,"GETBIT(NUMBER, NUMBER) RETURN NUMBER",returns result of the bit of base in specific bit index,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,GETDATE,,Y,N,N,0,0,GETDATE() RETURN TIMESTAMP_LTZ,Returns the current timestamp,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,GET_DDL,,Y,N,N,2,3,"GET_DDL(VARCHAR, VARCHAR [, BOOLEAN]) RETURN VARCHAR, GET_DDL(VARCHAR, NUMBER [, BOOLEAN]) RETURN VARCHAR",DDL used to create the object,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,GET_IGNORE_CASE,,Y,N,N,2,2,"GET_IGNORE_CASE(VARIANT, VARCHAR) RETURN VARIANT, GET_IGNORE_CASE(VARIANT, VARCHAR) RETURN OBJECT, GET_IGNORE_CASE(OBJECT(placeholder ANY), VARCHAR) RETURN ANY, GET_IGNORE_CASE(map(ANY, ANY), ANY) RETURN ANY",Get VARIANT element value from an array or object with path name,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,GET_PATH,,Y,N,N,2,2,"GET_PATH(VARIANT, VARCHAR) RETURN VARIANT, GET_PATH(OBJECT, VARCHAR) RETURN VARIANT, GET_PATH(ARRAY, VARCHAR) RETURN VARIANT, GET_PATH(ARRAY(ANY), VARCHAR) RETURN ANY, GET_PATH(OBJECT(placeholder ANY), VARCHAR) RETURN ANY, GET_PATH(map(ANY, ANY), VARCHAR) RETURN ANY",Get VARIANT element value from an array or object with path name,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,GET_QUERY_STATS,,Y,N,N,1,2,"GET_QUERY_STATS(VARCHAR [, NUMBER]) RETURN VARIANT",Returns query stats,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,GREATEST,,Y,N,N,1,-1,GREATEST(ANY) RETURN ANY,returns the largest value from a list of expressions,,N,Y,,N,SQL,N
2012-08-01T00:00:00-07:00,GREATEST_IGNORE_NULLS,,Y,N,N,1,-1,GREATEST_IGNORE_NULLS(ANY) RETURN ANY,returns the largest value from a list of expressions,,N,Y,,N,SQL,N
2012-08-01T00:00:00-07:00,GROUPING_ID,,Y,N,N,1,-1,GROUPING_ID(ANY) RETURN NUMBER,Returns grouping bit-vector,,N,Y,,N,SQL,N
2012-08-01T00:00:00-07:00,H3_CELL_TO_BOUNDARY,,Y,N,N,1,1,H3_CELL_TO_BOUNDARY(NUMBER) RETURN GEOGRAPHY,Returns a polygon containing the h3 integer cell boundaries,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,H3_CELL_TO_BOUNDARY,,Y,N,N,1,1,H3_CELL_TO_BOUNDARY(VARCHAR) RETURN GEOGRAPHY,Returns a polygon containing the h3 string cell boundaries,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,H3_CELL_TO_CHILDREN,,Y,N,N,2,2,"H3_CELL_TO_CHILDREN(NUMBER, NUMBER) RETURN ARRAY",Returns the H3 children cells as integers for a given H3 index,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,H3_CELL_TO_CHILDREN_STRING,,Y,N,N,2,2,"H3_CELL_TO_CHILDREN_STRING(VARCHAR, NUMBER) RETURN ARRAY",Returns the H3 children cells as strings for a given H3 index,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,H3_CELL_TO_PARENT,,Y,N,N,2,2,"H3_CELL_TO_PARENT(NUMBER, NUMBER) RETURN NUMBER",Returns the H3 parent cell as an integer for a given H3 index,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,H3_CELL_TO_PARENT,,Y,N,N,2,2,"H3_CELL_TO_PARENT(VARCHAR, NUMBER) RETURN VARCHAR",Returns the H3 parent cell as a string for a given H3 index,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,H3_CELL_TO_POINT,,Y,N,N,1,1,H3_CELL_TO_POINT(NUMBER) RETURN GEOGRAPHY,Returns a point (geography) corresponding to the center of the h3 integer cell passed,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,H3_CELL_TO_POINT,,Y,N,N,1,1,H3_CELL_TO_POINT(VARCHAR) RETURN GEOGRAPHY,Returns a point (geography) corresponding to the center of the h3 string cell passed,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,H3_COVERAGE,,Y,N,N,2,2,"H3_COVERAGE(GEOGRAPHY, NUMBER) RETURN ARRAY",Returns the full spherical based covering of H3 cells as integers for any geography type,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,H3_COVERAGE_STRINGS,,Y,N,N,2,2,"H3_COVERAGE_STRINGS(GEOGRAPHY, NUMBER) RETURN ARRAY",Returns the full spherical based covering of H3 cells as strings for any geography type,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,H3_GET_RESOLUTION,,Y,N,N,1,1,H3_GET_RESOLUTION(NUMBER) RETURN NUMBER,Returns the cell resolution for a given H3 integer cell,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,H3_GET_RESOLUTION,,Y,N,N,1,1,H3_GET_RESOLUTION(VARCHAR) RETURN NUMBER,Returns the cell resolution for a given H3 string cell,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,H3_GRID_DISK,,Y,N,N,2,2,"H3_GRID_DISK(NUMBER, NUMBER) RETURN ARRAY",Returns all H3 cells that are at most k steps away from the input cell,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,H3_GRID_DISK,,Y,N,N,2,2,"H3_GRID_DISK(VARCHAR, NUMBER) RETURN ARRAY",Returns all H3 cells that are at most k steps away from the input cell,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,H3_GRID_DISTANCE,,Y,N,N,2,2,"H3_GRID_DISTANCE(NUMBER, NUMBER) RETURN NUMBER",Returns the number of H3 cells that are betweem two input cells,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,H3_GRID_DISTANCE,,Y,N,N,2,2,"H3_GRID_DISTANCE(VARCHAR, VARCHAR) RETURN NUMBER",Returns the number of H3 cells that are betweem two input cells,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,H3_GRID_PATH,,Y,N,N,2,2,"H3_GRID_PATH(NUMBER, NUMBER) RETURN ARRAY",Returns all H3 cells that are along the straight line connecting both cells,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,H3_GRID_PATH,,Y,N,N,2,2,"H3_GRID_PATH(VARCHAR, VARCHAR) RETURN ARRAY",Returns all H3 cells that are along the straight line connecting both cells,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,H3_INT_TO_STRING,,Y,N,N,1,1,H3_INT_TO_STRING(NUMBER) RETURN VARCHAR,Returns the H3 cell formatted as a string given its integer representation,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,H3_LATLNG_TO_CELL,,Y,N,N,3,3,"H3_LATLNG_TO_CELL(FLOAT, FLOAT, NUMBER) RETURN NUMBER",Returns an H3 index as an integer that corresponds to a given point (lat/lng) and resolution,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,H3_LATLNG_TO_CELL_STRING,,Y,N,N,3,3,"H3_LATLNG_TO_CELL_STRING(FLOAT, FLOAT, NUMBER) RETURN VARCHAR",Returns an H3 index as a string that corresponds to a given point (lat/lng) and resolution,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,H3_POINT_TO_CELL,,Y,N,N,2,2,"H3_POINT_TO_CELL(GEOGRAPHY, NUMBER) RETURN NUMBER",Returns an H3 integer cell that corresponds to a given point (geography) and resolution,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,H3_POINT_TO_CELL_STRING,,Y,N,N,2,2,"H3_POINT_TO_CELL_STRING(GEOGRAPHY, NUMBER) RETURN VARCHAR",Returns an H3 string cell that corresponds to a given point (geography) and resolution,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,H3_POLYGON_TO_CELLS,,Y,N,N,2,2,"H3_POLYGON_TO_CELLS(GEOGRAPHY, NUMBER) RETURN ARRAY",Returns the planar centroid based covering of H3 cells as integers for a polygon/multipolygon,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,H3_POLYGON_TO_CELLS_STRINGS,,Y,N,N,2,2,"H3_POLYGON_TO_CELLS_STRINGS(GEOGRAPHY, NUMBER) RETURN ARRAY",Returns the planar centroid based covering of H3 cells as strings for a polygon/multipolygon,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,H3_STRING_TO_INT,,Y,N,N,1,1,H3_STRING_TO_INT(VARCHAR) RETURN NUMBER,Returns the H3 cell formatted as an integer given its string representation,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,HASH,,Y,N,N,1,-1,HASH(ANY) RETURN NUMBER,hash value,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,HASH_AGG,,Y,Y,N,1,-1,HASH_AGG(ANY) RETURN NUMBER,aggregate hash value,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,HAVERSINE,,Y,N,N,4,4,"HAVERSINE(FLOAT, FLOAT, FLOAT, FLOAT) RETURN FLOAT","Calculate great circle distance (in km) from two (lat, lon) locations (degrees).",,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,HEX_DECODE_BINARY,,Y,N,N,1,1,HEX_DECODE_BINARY(VARCHAR) RETURN BINARY,return decoded binary,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,HEX_DECODE_STRING,,Y,N,N,1,1,HEX_DECODE_STRING(VARCHAR) RETURN VARCHAR,return decoded string,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,HEX_ENCODE,,Y,N,N,1,2,"HEX_ENCODE(VARCHAR [, NUMBER]) RETURN VARCHAR, HEX_ENCODE(BINARY [, NUMBER]) RETURN VARCHAR",return encoded string,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,HLL,,Y,Y,N,1,-1,HLL(ANY) RETURN NUMBER,approximate distinct row count,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,HLL_ACCUMULATE,,Y,Y,N,1,-1,HLL_ACCUMULATE(ANY) RETURN BINARY,HyperLogLog state,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,HLL_COMBINE,,Y,Y,N,1,1,HLL_COMBINE(BINARY) RETURN BINARY,combined HyperLogLog state,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,HLL_ESTIMATE,,Y,N,N,1,1,HLL_ESTIMATE(BINARY) RETURN NUMBER,approximate distinct row count,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,HLL_EXPORT,,Y,N,N,1,1,HLL_EXPORT(BINARY) RETURN OBJECT,HyperLogLog state as a compound OBJECT,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,HLL_IMPORT,,Y,N,N,1,1,HLL_IMPORT(OBJECT) RETURN BINARY,HyperLogLog state in binary format,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,HOUR,,Y,N,N,1,1,,,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,ILIKE,,Y,N,N,2,3,"ILIKE(VARCHAR, VARCHAR [, VARCHAR]) RETURN BOOLEAN",returns TRUE if subject ILIKE pattern,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,ILIKE_ANY,,Y,N,N,3,-1,"ILIKE_ANY(VARCHAR, VARCHAR, VARCHAR) RETURN BOOLEAN",returns TRUE if subject ILIKE any of the patterns,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,INITCAP,,Y,N,N,1,2,"INITCAP(VARCHAR [, VARCHAR]) RETURN VARCHAR",return string with all the initial letter of each word is LOWERcase.,,N,Y,,N,SQL,N
2012-08-01T00:00:00-07:00,INSERT,,Y,N,N,4,4,"INSERT(VARCHAR, NUMBER, NUMBER, VARCHAR) RETURN VARCHAR",Returns the first string with a substring at the given position and length replaced with the second string,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,INVOKER_ROLE,,Y,N,Y,0,0,INVOKER_ROLE() RETURN VARCHAR,Returns the invoker role,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,INVOKER_SHARE,,Y,N,Y,0,0,INVOKER_SHARE() RETURN VARCHAR,Returns the invoker role,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,IS_APPLICATION_ROLE_IN_SESSION,,Y,N,Y,1,1,IS_APPLICATION_ROLE_IN_SESSION(VARCHAR) RETURN BOOLEAN,Returns true if the specified application role is in the current role hierarchy,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,IS_ARRAY,,Y,N,N,1,1,IS_ARRAY(VARIANT) RETURN BOOLEAN,Returns true if VARIANT value is an array,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,IS_BINARY,,Y,N,N,1,1,IS_BINARY(VARIANT) RETURN BOOLEAN,Returns true if VARIANT value is a binary string,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,IS_BOOLEAN,,Y,N,N,1,1,IS_BOOLEAN(VARIANT) RETURN BOOLEAN,Returns true if VARIANT value is Boolean,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,IS_CHAR,,Y,N,N,1,1,IS_CHAR(VARIANT) RETURN BOOLEAN,Returns true if VARIANT value is a text string,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,IS_DATABASE_ROLE_IN_SESSION,,Y,N,Y,1,1,IS_DATABASE_ROLE_IN_SESSION(VARCHAR) RETURN BOOLEAN,Return true if the db role is in current role hierarchy,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,IS_DATE,,Y,N,N,1,1,IS_DATE(VARIANT) RETURN BOOLEAN,Returns true if VARIANT value is a DATE,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,IS_DATE_VALUE,,Y,N,N,1,1,IS_DATE_VALUE(VARIANT) RETURN BOOLEAN,Returns true if VARIANT value is a DATE,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,IS_DECIMAL,,Y,N,N,1,1,IS_DECIMAL(VARIANT) RETURN BOOLEAN,Returns true if VARIANT value is a decimal fixed-point number,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,IS_DOUBLE,,Y,N,N,1,1,IS_DOUBLE(VARIANT) RETURN BOOLEAN,Returns true if VARIANT value is a real number,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,IS_GRANTED_TO_INVOKER_ROLE,,Y,N,Y,1,1,IS_GRANTED_TO_INVOKER_ROLE(VARCHAR) RETURN BOOLEAN,Returns true if the arg is in invoker_role's hierarchy,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,IS_INTEGER,,Y,N,N,1,1,IS_INTEGER(VARIANT) RETURN BOOLEAN,Returns true if VARIANT value is integer,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,IS_NULL_VALUE,,Y,N,N,1,1,IS_NULL_VALUE(VARIANT) RETURN BOOLEAN,Returns true if VARIANT value is null,,N,N,,N,SQL,N
2012-08-01T00:00:00-07:00,IS_OBJECT,,Y,N,N,1,1,IS_OBJECT(VARIANT) RETURN BOOLEAN,Returns true if VARIANT value is an object,,N,N,,N,SQL,N
